original_path,new_path,action,reason,outcome_status,human_review_required
05-automation/exception-handling/troubleshooting-guide.md,95-review-required/generated-scaffolding/05-automation/exception-handling/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/index.md,99-archive/duplicates/domain-indexes/05-automation-index.md,archive,Exact or normalized duplicate of the domain README.,Archived,false
05-automation/intelligent-automation/README.md,05-automation/intelligent-automation/README.md,keep,Already in the intended primary location.,Completed,false
05-automation/intelligent-automation/architecture-overview.md,95-review-required/generated-scaffolding/05-automation/intelligent-automation/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/intelligent-automation/best-practices.md,95-review-required/generated-scaffolding/05-automation/intelligent-automation/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/intelligent-automation/business-context.md,95-review-required/generated-scaffolding/05-automation/intelligent-automation/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/intelligent-automation/common-frameworks.md,95-review-required/generated-scaffolding/05-automation/intelligent-automation/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/intelligent-automation/examples/README.md,95-review-required/generated-scaffolding/05-automation/intelligent-automation/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/intelligent-automation/examples/example-01.md,95-review-required/generated-scaffolding/05-automation/intelligent-automation/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/intelligent-automation/examples/example-scenario.md,95-review-required/generated-scaffolding/05-automation/intelligent-automation/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/intelligent-automation/governance-checklist.md,95-review-required/generated-scaffolding/05-automation/intelligent-automation/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/intelligent-automation/learning-path.md,14-learning-paths/automation/intelligent-automation.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/intelligent-automation/quick-reference.md,13-reference/automation/intelligent-automation.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/intelligent-automation/reference-guide.md,05-automation/intelligent-automation/reference-guide.md,keep,Already in the intended primary location.,Completed,false
05-automation/intelligent-automation/repository.md,05-automation/intelligent-automation/intelligent-automation-repository-operating-model.md,rename,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/intelligent-automation/troubleshooting-guide.md,95-review-required/generated-scaffolding/05-automation/intelligent-automation/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-automate/README.md,05-automation/power-platform/power-automate/README.md,move-and-split,Large canonical guide will be moved and divided along existing subject boundaries.,Completed,true
05-automation/power-automate/architecture-overview.md,95-review-required/generated-scaffolding/05-automation/power-platform/power-automate/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-automate/best-practices.md,95-review-required/generated-scaffolding/05-automation/power-platform/power-automate/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-automate/business-context.md,95-review-required/generated-scaffolding/05-automation/power-platform/power-automate/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-automate/common-frameworks.md,95-review-required/generated-scaffolding/05-automation/power-platform/power-automate/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-automate/examples/README.md,95-review-required/generated-scaffolding/05-automation/power-platform/power-automate/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-automate/examples/bulk-email-notification.md,15-examples/automation/power-automate/bulk-email-notification.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/power-automate/examples/example-scenario.md,95-review-required/generated-scaffolding/05-automation/power-platform/power-automate/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-automate/governance-checklist.md,95-review-required/generated-scaffolding/05-automation/power-platform/power-automate/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-automate/learning-path.md,14-learning-paths/automation/power-automate.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/power-automate/quick-reference.md,13-reference/automation/power-automate.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/power-automate/reference-guide.md,05-automation/power-platform/power-automate/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/power-automate/repeatable-patterns.md,05-automation/power-platform/power-automate/repeatable-patterns.md,move-and-split,Large canonical guide will be moved and divided along existing subject boundaries.,Completed,true
05-automation/power-automate/troubleshooting-guide.md,95-review-required/generated-scaffolding/05-automation/power-platform/power-automate/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-platform/README.md,05-automation/power-platform/README.md,keep,Already in the intended primary location.,Completed,false
05-automation/power-platform/architecture-overview.md,95-review-required/generated-scaffolding/05-automation/power-platform/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-platform/best-practices.md,95-review-required/generated-scaffolding/05-automation/power-platform/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-platform/business-context.md,95-review-required/generated-scaffolding/05-automation/power-platform/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/power-platform/common-frameworks.md,95-review-required/generated-scaffolding/05-automation/power-platform/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
